audience,example,person,entity_type,count,over_summary_length
manager,masked_template,3,ORG,1,0.0005959475566150178
manager,masked_template,3,LOC,1,0.0005959475566150178
manager,masked_template,3,TOTAL,15,0.008939213349225268
manager,masked_template,3,CARDINAL,2,0.0011918951132300357
manager,masked_template,3,PERCENT,1,0.0005959475566150178
manager,masked_template,3,NORP,6,0.003575685339690107
manager,masked_template,3,MONEY,1,0.0005959475566150178
manager,masked_template,3,GPE,3,0.0017878426698450535
manager,masked_template,3,ORG,1,0.0005959475566150178
manager,masked_template,3,LOC,1,0.0005959475566150178
manager,masked_template,3,TOTAL,15,0.008939213349225268
manager,masked_template,3,CARDINAL,2,0.0011918951132300357
manager,masked_template,3,PERCENT,1,0.0005959475566150178
manager,masked_template,3,NORP,6,0.003575685339690107
manager,masked_template,3,MONEY,1,0.0005959475566150178
manager,masked_template,3,GPE,3,0.0017878426698450535
manager,masked_template,3,ORG,1,0.0005959475566150178
manager,masked_template,3,LOC,1,0.0005959475566150178
manager,masked_template,3,TOTAL,15,0.008939213349225268
